"Börsdata ID";"Bolagsnamn";"Info - Land";"Info - Ticker";"Info - Sektor";"Börsvärde - Senaste SEK";"P/E - Senaste";"PEG - Senaste";"Beta - 1år";"P/B - Senaste";"EV/EBIT - Senaste";"EV/S - Senaste";"P/FCF - Senaste";"ROE - Senaste";"ROIC - Senaste";"Bruttomarg - Senaste";"EBIT-marg - Senaste";"Vinstmarg - Senaste";"F-Score - Poäng";"Balanslik. - Senaste";"Omsätt. tillv. - År. tillv. 3år";"N.skuld/Ebitda - Senaste";"Kursutveck. - Utveck.  3m";"Kursutveck. - Utveck.  6m";"Kursutveck. - Utveck.  1år"
"1724";"Eezy";"Finland";"EEZY";"Industri";"151,5";"-5,8";;"1,18";"0,1";"364,1";"0,4";"1,8";"-2,2%";"-1,5%";"95,6%";"0,1%";"-1,7%";"4";"0,6";"-17,4%";"5,1";"-27,4%";"-36,2%";"-34,5%"
"1404";"Effnetplattformen";"Sverige";"EFFH";"Telekommunikation";"60,5";"-11,8";;"0,31";"3,7";"-5,8";"9,7";"-9,2";"-31,5%";"-75,0%";"-30,1%";"-165,8%";"-97,4%";"1";"4,4";"-27,9%";;"7,2%";"-18,9%";"51,7%"
"332";"Egetis Therapeutics";"Sverige";"EGTX";"Hälsovård";"2235,3";"-6,1";;"0,41";"6,1";"-5,7";"31,1";"-7,7";"-101,1%";"-187,7%";"19,9%";"-544,7%";"-548,9%";"2";"1,1";"40,3%";;"2,7%";"-8,2%";"31,1%"
"1297";"EgnsINVEST";"Danmark";"EGNETY";"Finans & Fastighet";"517,6";"10,4";"-0,4";"0,26";"0,5";"26,5";"17,5";"4,1";"5,3%";"2,3%";"72,2%";"66,0%";"54,4%";;"7,8";"2,5%";"17,9";"-14,6%";"-13,6%";"3,5%"
"1056";"Eidesvik Offshore";"Norge";"EIOF";"Industri";"1153,9";"16,4";"-0,9";"0,39";"0,7";"19,9";"2,7";"-1,8";"3,2%";"2,3%";"54,4%";"13,4%";"8,7%";"4";"1,7";"7,3%";"3,3";"24,8%";"18,1%";"32,1%"
"68";"Elanders";"Sverige";"ELAN B";"Sällanköpsvaror";"1582,3";"-29,2";;"0,46";"0,5";"20,3";"0,8";"1,5";"-1,5%";"-0,5%";"17,8%";"3,9%";"-0,4%";"4";"1,2";"-6,6%";"4,4";"-28,6%";"-22,4%";"-40,2%"
"817";"Elecster";"Finland";"ELEAV";"Industri";"109,1";"-34,9";;"0,20";"0,4";"13,3";"0,4";"4,3";"-1,2%";"-1,3%";"54,4%";"3,0%";"-0,9%";"6";"3,1";"-8,5%";"1,6";"0,0%";"-11,6%";"-16,7%"
"70";"Electrolux B";"Sverige";"ELUX B";"Sällanköpsvaror";"17097,8";"18,6";"0,1";"1,61";"1,9";"12,0";"0,3";"-10,8";"10,1%";"2,6%";"16,5%";"2,8%";"0,7%";"7";"1,0";"-0,9%";"3,0";"-3,2%";"14,3%";"-33,2%"
"1930";"Electrolux Professional B";"Sverige";"EPRO B";"Sällanköpsvaror";"15462,0";"21,0";"-2,5";"1,10";"2,8";"17,0";"1,4";"17,0";"13,3%";"10,1%";"34,2%";"8,3%";"6,0%";"7";"1,1";"3,3%";"1,2";"-14,9%";"-11,2%";"-23,1%"
"1057";"Electromagnetic Geoservices";"Norge";"EMGS";"Energi";"39,1";"-0,3";;"2,26";"-0,3";"-1,9";"0,9";"-3,2";;"-236,1%";"31,7%";"-45,0%";"-60,4%";"5";"5,4";"20,3%";"-2,9";"7,4%";"-79,2%";"-85,8%"
"71";"Elekta";"Sverige";"EKTA B";"Hälsovård";"21786,7";"-568,0";;"1,11";"2,7";"53,0";"1,5";"14,5";"-0,5%";"-0,3%";"37,5%";"2,9%";"-0,2%";"5";"0,9";"0,5%";"1,7";"0,6%";"13,1%";"-1,3%"
"2064";"Elektroimportoren";"Norge";"ELIMP";"Industri";"818,6";"25,1";"-0,9";"0,47";"1,1";"16,4";"0,7";"5,7";"4,4%";"3,0%";"35,7%";"4,3%";"1,8%";"7";"1,4";"3,2%";"2,4";"10,2%";"7,9%";"30,4%"
"2187";"Elicera Therapeutics";"Sverige";"ELIC";"Hälsovård";"253,4";"-14,6";;"0,47";"10,8";"-12,7";;"-11,8";"-74,5%";;;;;"1";"6,8";;;"-3,9%";"5,0%";"108,8%"
"676";"Elisa";"Finland";"ELISA";"Telekommunikation";"81563,1";"20,4";"-4,4";"0,17";"5,6";"18,2";"3,8";"17,5";"27,1%";"13,4%";"65,6%";"20,6%";"15,1%";"5";"1,1";"2,0%";"2,0";"17,8%";"-4,9%";"-5,8%"
"1682";"Elkem";"Norge";"ELK";"Material";"17585,3";"44,0";"-0,5";"0,52";"0,7";"22,0";"1,7";"-15,8";"1,6%";"1,2%";"55,0%";"7,9%";"2,3%";"6";"2,7";"-28,4%";"2,9";"-8,7%";"3,4%";"13,6%"
"2002";"Elliptic Laboratories";"Norge";"ELABS";"Informationsteknik";"318,5";"-2,0";;"0,65";"1,5";"-5,5";"2,5";"-13,5";"-72,8%";"-89,1%";"13,9%";"-44,9%";"-136,4%";"4";"5,6";"24,8%";;"-59,4%";"-71,7%";"-72,1%"
"1683";"Elmera";"Norge";"ELMRA";"Kraftförsörjning";"4204,8";"24,0";"-0,4";"0,33";"2,8";"15,5";"0,5";"-5,4";"11,0%";"11,3%";"13,9%";"3,2%";"1,3%";"3";"1,0";"-22,0%";"2,6";"-5,7%";"4,4%";"3,3%"
"69";"Elon";"Sverige";"ELON";"Sällanköpsvaror";"273,4";"-2,8";;"0,61";"0,7";"-10,7";"0,1";"2,0";"-27,0%";"-16,7%";"16,9%";"-0,9%";"-2,1%";"4";"1,1";"-0,3%";"2,6";"15,0%";"3,4%";"-24,0%"
"2216";"Elopak";"Norge";"ELO";"Material";"13490,4";"18,0";"16,9";"0,24";"3,2";"13,6";"1,2";"12,2";"17,7%";"8,7%";"38,0%";"9,0%";"5,1%";"8";"1,6";"5,6%";"2,1";"-3,9%";"5,8%";"24,4%"
"596";"Eltel";"Sverige";"ELTEL";"Industri";"1358,6";"55,8";"0,5";"0,78";"0,8";"13,6";"0,3";"4,5";"1,3%";"0,7%";"12,9%";"2,4%";"0,3%";"5";"0,9";"-0,2%";"2,9";"-8,0%";"-8,0%";"18,5%"
"2206";"EMB Mission Bound";"Sverige";"EMB";"Sällanköpsvaror";"166,3";"-55,4";;"0,21";"4,5";"-160,2";"1,1";"6,7";"-8,0%";"-9,1%";"46,4%";"-0,7%";"-1,9%";"5";"0,7";"217,5%";"0,2";"-24,8%";"-32,1%";"7,7%"
"447";"EmbeddedArt";"Sverige";"EMART";"Informationsteknik";"191,4";"178,7";"1,6";"0,83";"12,4";"1337,9";"3,6";"-45,5";"6,9%";"16,3%";"93,8%";"0,3%";"2,1%";"3";"2,1";"196,2%";"-8,8";"-25,2%";"-42,6%";"-60,4%"
"2105";"Embellence";"Sverige";"EMBELL";"Sällanköpsvaror";"790,9";"11,5";"0,7";"0,40";"1,5";"9,4";"1,1";"11,5";"13,5%";"11,9%";"61,6%";"11,9%";"9,0%";"7";"2,1";"2,0%";"0,5";"-13,2%";"-11,6%";"-8,7%"
"1212";"Embla Medical";"Danmark";"EMBLA";"Hälsovård";"17449,6";"21,8";"1,0";"0,55";"2,0";"18,0";"2,4";"21,0";"9,3%";"6,3%";"62,3%";"13,5%";"9,0%";"7";"1,5";"8,9%";"2,4";"-19,9%";"-19,4%";"-6,3%"
"1374";"Embracer";"Sverige";"EMBRAC B";"Sällanköpsvaror";"10343,0";"2,6";"0,0";"0,79";"0,4";"1,7";"0,4";"0,9";"15,1%";"16,3%";"65,6%";"26,2%";"22,2%";"5";"1,7";"-22,2%";"-0,2";"-22,5%";"-54,1%";"-55,6%"
"1576";"Enad Global 7";"Sverige";"EG7";"Sällanköpsvaror";"1283,0";"-0,7";;"0,34";"0,8";"-0,6";"0,8";"-6,8";"-126,0%";"-114,6%";"52,6%";"-128,3%";"-119,0%";"5";"1,5";"-4,5%";"-0,2";"5,7%";"11,4%";"19,6%"
"786";"Endomines Finland";"Finland";"PAMPALO";"Material";"3638,4";"44,0";"0,0";"0,40";"5,7";"43,6";"7,3";"-61,8";"12,9%";"10,2%";"58,9%";"16,7%";"16,0%";"7";"1,4";"49,9%";"0,6";"1,7%";"-2,7%";"50,4%"
"1131";"Endur";"Norge";"ENDUR";"Industri";"5473,2";"38,7";"0,3";"0,56";"2,3";"17,2";"0,9";"7,4";"5,8%";"5,0%";"36,0%";"5,1%";"2,1%";"6";"1,1";"36,9%";"0,4";"21,7%";"18,6%";"36,6%"
"73";"Enea";"Sverige";"ENEA";"Informationsteknik";"1190,5";"22,9";"-0,4";"0,58";"0,7";"11,9";"1,5";"142,5";"3,0%";"2,7%";"78,1%";"12,8%";"5,6%";"6";"1,5";"-1,4%";"0,9";"-15,4%";"-23,3%";"-33,8%"
"782";"Enento";"Finland";"ENENTO";"Industri";"3899,7";"25,6";"2,1";"0,30";"1,3";"19,4";"3,2";"12,6";"5,2%";"3,3%";"81,4%";"16,6%";"8,9%";"8";"1,2";"-3,0%";"3,2";"-3,7%";"-4,0%";"-8,5%"
"2494";"Energeia";"Norge";"ENERG";"Kraftförsörjning";"72,7";"-0,7";;"0,90";"0,4";"-2,0";"1,3";"-1,3";"-54,1%";"-34,9%";"73,1%";"-66,1%";"-82,9%";"2";"1,1";"-3,6%";"-1,8";"1,1%";"-24,2%";"-71,4%"
"1703";"Enersense";"Finland";"ESENSE";"Industri";"665,0";"50,8";"0,5";"0,64";"1,1";"3,8";"0,2";"7,1";"2,2%";"2,3%";"45,7%";"5,3%";"0,4%";"4";"0,9";"4,6%";"0,1";"-9,3%";"-3,5%";"55,2%"
"1471";"Enersize";"Sverige";"ENERS";"Informationsteknik";"13,9";"-0,8";;"0,01";"50,8";"-1,1";"5,5";"-1,0";"-5412,5%";;"82,3%";"-508,9%";"-639,9%";"1";"0,4";"3,7%";;"6,3%";"-26,1%";"-56,4%"
"2401";"Engcon";"Sverige";"ENGCON B";"Industri";"9652,2";"44,3";"62,9";"1,01";"14,1";"30,8";"5,2";"166,4";"30,8%";"28,3%";"42,2%";"17,0%";"11,5%";"5";"2,1";"-0,8%";"0,6";"-22,4%";"-18,7%";"-36,8%"
"74";"Eniro";"Sverige";"ENRO";"Sällanköpsvaror";"444,7";"9,9";"-0,3";"0,50";"1,3";"10,0";"0,6";"7,5";"13,4%";"10,3%";"87,6%";"5,8%";"4,8%";"6";"1,0";"0,9%";"0,9";"56,4%";"47,5%";"8,8%"
"2581";"Enity";"Sverige";"ENITY";"Finans & Fastighet";"4172,0";"7,8";"0,1";;"0,7";"9,7";"3,2";"-18,7";"6,1%";"0,9%";"47,4%";"33,5%";"27,3%";;;"12,4%";;"-17,4%";"-6,2%";
"1285";"Ennogie Solar";"Danmark";"ESG";"Finans & Fastighet";"195,2";"-8,6";;"0,05";"30,2";"-11,3";"4,0";"-14,1";"-353,5%";"-83,7%";"36,2%";"-35,7%";"-39,7%";;"0,9";"-16,3%";"-2,4";"-17,4%";"-32,2%";"-25,7%"
"1330";"Enorama Pharma";"Sverige";"ERMA";"Hälsovård";"27,4";"-0,4";;"0,60";"-1,2";"-0,7";"16,6";"-0,5";;;"-1903,7%";"-2293,2%";"-2743,3%";;"0,3";"-26,3%";"-0,3";"-83,9%";"-86,4%";"-86,4%"
"1518";"Enrad";"Sverige";"ENRAD";"Industri";"286,4";"-32,0";;"0,22";"6,3";"-30,7";"4,3";"-24,5";"-19,7%";"-36,8%";"52,1%";"-13,9%";"-14,5%";"2";"3,2";"41,1%";;"-9,8%";"2,9%";"1,0%"
"1008";"Ensurge Micropower";"Norge";"ENSU";"Informationsteknik";"620,8";"-4,6";;"0,15";"4,2";"-5,4";"2073,1";"-3,2";"-89,8%";"-113,5%";"-35868,0%";"-38488,0%";"-43200,0%";"2";"1,3";;"-0,2";"-24,9%";"-48,7%";"-46,8%"
"1058";"Entra";"Norge";"ENTRA";"Finans & Fastighet";"20297,9";"17,1";"0,0";"0,25";"0,8";"35,8";"16,3";"25,0";"4,3%";"1,9%";"91,4%";"45,6%";"37,2%";;"0,4";"-0,6%";"21,8";"-4,2%";"-11,0%";"-2,9%"
"2560";"Envar";"Sverige";"ENVAR";"Sällanköpsvaror";"461,3";"37,7";"3,3";"0,53";"5,1";"24,8";"4,3";"-43,8";"13,6%";"28,1%";"44,6%";"17,5%";"12,9%";"6";"4,3";"21,1%";"-2,8";"-37,9%";"-2,6%";"110,3%"
"2088";"Envipco";"Norge";"ENVIP";"Industri";"3880,1";"-26,8";;"0,80";"3,1";"-37,1";"3,1";"-17,1";"-10,4%";"-16,4%";"33,3%";"-8,5%";"-11,9%";"1";"3,6";"17,3%";"-28,0";"-6,6%";"-30,1%";"-8,1%"
"465";"Envirologic";"Sverige";"ENVI B";"Industri";"191,9";"16,7";"5,7";"0,33";"4,5";"14,3";"2,6";"19,8";"26,7%";"40,2%";"69,4%";"18,6%";"17,1%";"4";"5,1";"20,4%";"-1,1";"-22,5%";"-16,5%";"-7,4%"
"484";"Enzymatica";"Sverige";"ENZY";"Dagligvaror";"585,0";"-11,3";;"0,35";"4,7";"-10,8";"10,3";"-14,2";"-41,8%";"-57,0%";"61,5%";"-95,3%";"-96,3%";"3";"3,7";"3,3%";;"46,1%";"2,6%";"-42,3%"
"291";"Eolus";"Sverige";"EOLU B";"Kraftförsörjning";"871,7";"-2,5";;"0,79";"0,8";"-2,7";"0,2";"0,5";"-28,5%";"-27,9%";;"-7,9%";"-8,8%";"5";"5,2";"18,4%";;"-12,6%";"-17,7%";"-36,8%"
"30";"Ependion";"Sverige";"EPEN";"Informationsteknik";"3040,5";"19,9";"-1,5";"0,57";"1,9";"16,1";"1,7";"-12,7";"9,0%";"6,0%";"53,5%";"10,4%";"6,6%";"3";"1,6";"1,6%";"1,6";"-13,7%";"-26,7%";"-26,9%"
"1712";"Epiroc B";"Sverige";"EPI B";"Industri";"234130,2";"27,1";"-17,8";"1,04";"5,5";"20,5";"3,9";"27,6";"20,3%";"16,7%";"37,1%";"19,2%";"13,9%";"7";"2,4";"7,7%";"0,7";"5,0%";"7,6%";"3,1%"
"293";"Episurf Medical";"Sverige";"EPIS B";"Hälsovård";"163,9";"-1,0";;"-0,01";"2,0";"-1,6";"7,0";"-1,6";"-122,5%";"-137,6%";"25,2%";"-428,9%";"-431,1%";"1";"1,7";"26,9%";;"104,6%";"71,0%";"-53,9%"
"802";"eQ Oyj";"Finland";"EQV1V";"Finans & Fastighet";"4869,5";"20,1";"-0,9";"0,15";"6,3";"15,9";"7,5";"13,8";"31,3%";"28,1%";"59,7%";"47,1%";"37,1%";;;"-9,2%";;"-1,4%";"-14,6%";"-2,3%"
"466";"EQL Pharma";"Sverige";"EQL";"Hälsovård";"1568,0";"53,6";"-3,1";"0,51";"5,8";"29,0";"4,5";"-5,9";"10,9%";"5,2%";"41,2%";"15,6%";"6,9%";"4";"2,2";"17,9%";"4,2";"6,9%";"-33,1%";"-25,0%"
"1874";"EQT";"Sverige";"EQT";"Finans & Fastighet";"343745,0";"41,6";"-6,9";"1,55";"4,0";"33,3";"12,1";"76,6";"9,7%";"7,7%";"62,8%";"36,2%";"27,7%";;"6,8";"20,7%";"1,0";"-20,9%";"-18,9%";"-11,5%"
"904";"Equinor";"Norge";"EQNR";"Energi";"1033389,8";"20,1";"-0,5";"1,28";"2,5";"4,5";"1,1";"9,7";"12,5%";"5,3%";"48,5%";"24,0%";"4,8%";"5";"1,3";"-10,8%";"0,3";"69,1%";"61,3%";"50,3%"
"1140";"EQVA";"Norge";"EQVA";"Industri";"265,6";"16,4";"-0,3";"0,47";"0,6";"8,4";"0,3";;"3,9%";"3,1%";"62,8%";"4,0%";"1,2%";"2";"1,1";"43,2%";"2,0";"-13,2%";"-36,3%";"-38,7%"
"77";"Ericsson B";"Sverige";"ERIC B";"Informationsteknik";"360397,5";"12,6";"0,0";"0,87";"3,3";"7,6";"1,2";"16,6";"25,8%";"22,9%";"47,6%";"16,3%";"12,0%";"8";"1,3";"-4,5%";"-1,3";"18,2%";"40,3%";"28,5%"
"1239";"Erria";"Danmark";"ERRIA";"Industri";"75,3";"6,1";"0,1";"0,40";"3,1";"3,7";"0,2";"8,3";"50,4%";"-191,5%";"34,6%";"4,5%";"3,6%";"7";"1,2";"5,3%";"-1,1";"-8,6%";"-13,8%";"-16,6%"
"1973";"ES Energy Save";"Sverige";"ESGR B";"Industri";"73,4";"-3,2";;"0,12";"0,5";"-3,4";"0,4";"-1,6";"-14,5%";"-16,5%";"33,7%";"-11,9%";"-12,3%";"2";"2,4";"20,0%";"-0,1";"-36,3%";"-34,2%";"-51,1%"
"1470";"Essity B";"Sverige";"ESSITY B";"Dagligvaror";"175550,6";"13,8";"1,8";"0,36";"2,1";"11,0";"1,5";"14,3";"14,7%";"10,7%";"33,3%";"13,4%";"9,1%";"8";"1,3";"-3,9%";"1,1";"-4,5%";"4,2%";"-15,3%"
"803";"Etteplan";"Finland";"ETTE";"Industri";"2385,0";"20,0";"8,2";"0,32";"1,7";"15,7";"0,8";"11,4";"8,7%";"6,8%";"87,7%";"4,9%";"2,9%";"5";"1,0";"1,1%";"2,0";"-6,0%";"-18,4%";"-25,3%"
"772";"Eurobattery Minerals";"Sverige";"BAT";"Material";"119,1";"-5,3";;"0,99";"0,9";"-6,7";;"-3,8";"-16,5%";"-14,0%";;;;"2";"0,7";;;"84,5%";"98,5%";"129,8%"
"1136";"Europris";"Norge";"EPR";"Dagligvaror";"15271,7";"17,9";"-4,9";"0,44";"3,4";"14,5";"1,3";"11,0";"18,6%";"11,7%";"40,9%";"8,9%";"5,5%";"7";"1,2";"18,2%";"1,8";"-5,5%";"-12,4%";"6,5%"
"2380";"Evli";"Finland";"EVLI";"Finans & Fastighet";"6436,9";"16,3";"-0,8";"0,63";"3,7";"10,2";"4,5";"9,1";"22,9%";"17,1%";"66,4%";"43,7%";"28,4%";;;"10,2%";;"-2,7%";"9,6%";"11,9%"
"750";"Evolution";"Sverige";"EVO";"Sällanköpsvaror";"118179,0";"10,0";"-0,9";"0,50";"2,6";"7,9";"4,8";"9,6";"26,1%";"30,8%";"100,0%";"60,8%";"51,4%";"5";"1,7";"12,4%";"-0,5";"-7,5%";"-29,9%";"-27,5%"
"79";"eWork";"Sverige";"EWRK";"Informationsteknik";"1144,4";"15,0";"-0,3";"0,33";"4,6";"10,4";"0,1";"10,2";"30,5%";"36,1%";"4,1%";"0,9%";"0,6%";"6";"1,1";"-5,1%";"0,7";"-29,6%";"-41,3%";"-53,6%"
"1959";"EXACT Therapeutics";"Norge";"EXTX";"Hälsovård";"259,7";"-2,0";;"0,49";"2,1";"-1,2";;"-1,7";"-106,7%";"-788,6%";;;;"2";"2,7";;;"66,2%";"7,6%";"-34,3%"
"544";"Exalt";"Sverige";"EXALT";"Telekommunikation";"15,9";"-4,9";;"0,47";"15,8";"-84,5";"0,3";"17,0";"-322,7%";"-231,5%";"84,1%";"-0,4%";"-6,7%";"5";"1,2";"2,5%";"-6,9";"-19,7%";"-23,8%";"-34,7%"
"808";"Exel Composites";"Finland";"EXL1V";"Industri";"614,4";"-10,0";;"0,72";"2,0";"34,9";"0,7";"-27,3";"-19,5%";"-21,3%";"61,5%";"2,1%";"-5,3%";"3";"1,0";"-9,0%";"3,1";"24,8%";"32,1%";"34,2%"
"1355";"ExpreS2ion Biotech";"Sverige";"EXPRS2";"Hälsovård";"17,6";"-0,3";;"0,87";"0,4";"0,8";"-9,2";"-0,3";"-106,7%";;"237,5%";"-1210,6%";"-1041,4%";"2";"2,0";"-10,4%";;"-69,9%";"-72,1%";"-78,0%"
"1968";"Exsitec";"Sverige";"EXS";"Informationsteknik";"1457,2";"17,0";"0,4";"0,43";"2,9";"14,2";"2,0";"11,4";"16,8%";"10,2%";"93,9%";"13,8%";"9,6%";"9";"1,2";"10,9%";"1,5";"-29,3%";"-22,8%";"-7,7%"
"80";"Fabege";"Sverige";"FABG";"Finans & Fastighet";"26098,8";"22,0";"3,9";"0,64";"0,7";"42,7";"16,1";"44,7";"3,0%";"1,4%";"70,2%";"37,8%";"30,0%";;"1,4";"4,2%";"25,1";"-3,6%";"-0,1%";"-3,8%"
"549";"Fable Media";"Sverige";"FABLE";"Sällanköpsvaror";"159,7";"5,0";"-1,1";"0,02";"1,4";"4,6";"3,1";"15,3";"28,7%";"19,4%";"84,6%";"66,0%";"45,8%";"6";"1,8";"4,2%";"1,2";"-3,3%";"-16,4%";"-14,5%"
"81";"Fagerhult";"Sverige";"FAG";"Industri";"4890,5";"15,3";"-1,5";"0,83";"0,7";"13,6";"1,0";"-11,1";"4,5%";"3,0%";"39,3%";"7,3%";"4,0%";"4";"2,4";"-1,5%";"2,9";"-31,0%";"-36,6%";"-38,6%"
"1893";"Faron Pharmaceuticals";"Finland";"FARON";"Hälsovård";"671,7";"-2,1";;"0,44";"-3,0";"-3,6";;"-3,1";;;;;;"1";"0,8";;"-0,7";"-73,3%";"-77,1%";"-78,2%"
"2046";"Fasadgruppen";"Sverige";"FG";"Industri";"1084,7";"-9,3";;"0,61";"0,5";"38,1";"0,6";"3,9";"-5,7%";"-2,5%";"48,2%";"1,5%";"-2,1%";"3";"1,2";"6,2%";"4,4";"-35,7%";"-46,8%";"-4,5%"
"83";"Fast Balder";"Sverige";"BALD B";"Finans & Fastighet";"70126,7";"12,9";"2,1";"0,66";"0,7";"29,9";"15,0";"-12,1";"5,1%";"2,1%";"75,2%";"50,0%";"39,7%";;"4,0";"9,3%";"19,4";"-10,7%";"-13,0%";"-11,9%"
"1244";"Fast Ejendom";"Danmark";"FED";"Finans & Fastighet";"883,3";"12,1";"-0,6";"0,32";"0,8";"14,9";"11,6";"32,3";"6,5%";"3,0%";"134,4%";"77,7%";"42,2%";;"1,4";"13,4%";"8,4";"1,9%";"46,7%";"63,0%"
"393";"Fastator";"Sverige";"FASTAT";"Finans & Fastighet";"136,5";"-0,1";;"0,16";"-0,1";"-6,3";"11,1";"-1,5";;;"73,4%";"-177,3%";"-250,9%";;"0,0";"-28,8%";"-6,3";"-41,2%";"-53,4%";"-68,8%"
"2408";"Fastighetsbolaget Emilshus";"Sverige";"EMIL B";"Finans & Fastighet";"7838,9";"17,4";"0,7";"0,32";"1,1";"29,7";"13,7";"-2,1";"6,4%";"2,9%";"79,6%";"46,2%";"36,7%";;"0,4";"25,4%";"15,8";"-2,9%";"3,0%";"5,2%"
"82";"Fastpartner A";"Sverige";"FPAR A";"Finans & Fastighet";"8361,0";"11,7";"0,6";"0,70";"0,5";"28,0";"10,3";"40,1";"4,4%";"2,0%";"70,3%";"36,7%";"29,2%";;"0,1";"4,4%";"18,8";"-9,1%";"-18,8%";"-23,6%"
"1299";"FastPassCorp";"Danmark";"FASTPC";"Informationsteknik";"54,0";"5,7";"0,0";"-0,54";"4587,3";"-64,0";"6,0";"235,2";"80566,7%";"53,3%";;"-9,4%";"74,3%";"4";"1,1";"-9,3%";"3,2";"58,0%";"26,4%";"62,9%"
"85";"Fenix Outdoor";"Sverige";"FOI B";"Sällanköpsvaror";"5989,7";"114,2";"-1,7";"0,45";"1,4";"21,2";"1,0";"46,1";"1,3%";"1,1%";"58,3%";"4,8%";"0,7%";"5";"2,0";"-2,9%";"1,6";"-6,1%";"-11,5%";"-33,6%"
"1788";"Ferroamp";"Sverige";"FERRO";"Industri";"285,9";"-10,2";;"-0,71";"1,4";"-14,8";"3,0";"-4,4";"-11,0%";"-11,1%";"69,5%";"-20,4%";"-24,1%";"2";"2,4";"-22,7%";;"31,2%";"46,4%";"3,9%"
"1546";"Ferronordic";"Sverige";"FNM";"Industri";"641,6";"-3,2";;"0,53";"0,5";"29,3";"0,5";"0,9";"-15,2%";"-8,4%";"17,3%";"1,7%";"-4,4%";"5";"1,0";"32,3%";"3,3";"0,1%";"-4,6%";"-20,9%"
"1392";"Finepart";"Sverige";"FINE";"Industri";"15,2";"-0,2";;"0,27";"0,6";"-0,3";"0,1";;"-227,2%";"-392,2%";"54,8%";"-36,1%";"-40,6%";"3";"0,6";"-24,3%";;"-24,8%";"-66,3%";"-84,2%"
"86";"Fingerprint Cards";"Sverige";"FING B";"Informationsteknik";"122,5";"-1,8";;"0,50";"0,5";"-1,6";"1,2";"-2,2";"-24,5%";"-27,2%";"60,7%";"-75,7%";"-84,9%";"2";"2,7";"-55,1%";;"-15,1%";"6,8%";"-36,9%"
"717";"Finnair";"Finland";"FIA1S";"Industri";"6557,8";"31,8";"-0,6";"1,17";"0,9";"20,6";"0,4";"3,2";"2,9%";"1,0%";"57,4%";"2,1%";"0,6%";"6";"1,0";"9,6%";"1,8";"-8,1%";"-5,2%";"-27,0%"
"295";"Firefly";"Sverige";"FIRE";"Informationsteknik";"1149,8";"24,2";"-1,8";"0,31";"6,1";"16,9";"2,1";"25,1";"25,2%";"34,9%";"40,7%";"12,6%";"9,5%";"5";"3,3";"9,4%";"-1,3";"0,8%";"6,4%";"12,7%"
"2227";"First Venture";"Sverige";"FIRST B";"Finans & Fastighet";"69,4";"-2,0";;"0,24";"0,5";"-7,8";;"-6,4";"-23,3%";"-24,6%";;;;;"14,6";"-100,0%";;"-3,3%";"-27,9%";"-21,7%"
"978";"FirstFarms";"Danmark";"FFARMS";"Dagligvaror";"1283,3";"2344,6";"-24,1";"0,24";"0,9";"63,7";"3,6";"-8,0";"0,0%";"0,0%";"50,9%";"5,6%";"0,1%";"2";"2,1";"-0,6%";"6,7";"-6,2%";"-12,2%";"-17,2%"
"677";"Fiskars";"Finland";"FSKRS";"Sällanköpsvaror";"11249,3";"103,3";"-1,6";"0,43";"1,4";"40,1";"1,3";"17,2";"1,3%";"0,8%";"46,9%";"3,3%";"0,8%";"7";"1,4";"-3,0%";"4,2";"0,6%";"-8,8%";"-20,0%"
"1536";"Fjord Defence Group";"Norge";"DFENS";"Finans & Fastighet";"966,2";"-0,9";;"0,40";"0,1";"0,8";"-1,6";"-1,8";"-13,8%";"-19,0%";"50,5%";"-197,2%";"-153,9%";;"5,6";"101,0%";;"19,7%";"2,6%";"120,7%"
"2284";"Flat Capital";"Sverige";"FLAT B";"Finans & Fastighet";"4515,4";"-2,0";;"1,13";"0,7";"-1,9";;"-7,5";"-33,1%";"-33,8%";;;;;"68,0";;;"-37,0%";"-54,1%";"-53,9%"
"2530";"Flekkefjord Sparebank";"Norge";"FFSB";"Finans & Fastighet";"191,6";"12,8";"5,3";"0,01";"1,0";"10,2";"6,6";;"8,0%";"1,0%";"60,4%";"64,7%";"51,3%";;;"17,4%";;"1,2%";"-0,8%";"0,0%"
"1877";"Fleming Properties";"Sverige";"FLMNG";"Finans & Fastighet";"376,3";"18,7";"-0,2";"0,03";"0,6";"32,6";"9,7";"40,0";"3,0%";"1,7%";"79,6%";"29,7%";"23,6%";;"8,0";"4,4%";"17,7";"-2,5%";"-2,5%";"2,7%"
"1384";"Flerie";"Sverige";"FLERIE";"Hälsovård";"2795,5";"-3,6";;"0,25";"0,8";"-3,1";;"-19,9";"-22,4%";"-26,6%";;;;"1";"52,3";;;"-5,9%";"-15,6%";"-21,8%"
"1713";"Flexion Mobile";"Sverige";"FLEXM";"Sällanköpsvaror";"148,4";"-6,3";;"0,40";"0,7";"0,7";"-0,0";"5,8";"-10,3%";"-31,5%";"14,9%";"-3,3%";"-2,5%";"4";"1,3";"2,3%";"-7,0";"1,2%";"-46,1%";"-62,9%"
"1556";"Flexqube";"Sverige";"FLEXQ";"Industri";"351,6";"-10,7";;"0,12";"6,7";"338,9";"3,4";"-9,6";"-61,6%";"-162,8%";"57,4%";"1,0%";"-30,4%";"1";"1,3";"-19,9%";"0,9";"90,6%";"73,5%";"163,6%"
